video,track_id,seg_id,bucket,length_frames,duration_s,status,id_before,id_after,recall_during,gt_track_len,curvature_class,turn_class,occlusion_level,seg_speed,seg_turn_rate,seg_curv_class,tracker,motion_model,in_common
MVI_40204,90,1,short,4,0.16,preserved,678.0,678.0,0.75,146,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40204,90,2,short,1,0.04,lost,678.0,,1.0,146,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40204,90,3,short,1,0.04,lost,678.0,,0.0,146,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40204,90,4,medium,18,0.72,lost,678.0,,0.0,146,straight,gentle,full,1.715,0.0599,dung yen,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40204,98,0,long,53,2.12,lost,715.0,,0.0,156,curved,gentle,full,2.023,0.1584,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40204,108,0,short,1,0.04,preserved,802.0,802.0,0.0,151,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40204,116,0,short,1,0.04,no_before,,,0.0,146,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40204,116,1,short,1,0.04,no_before,,,0.0,146,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40204,128,0,short,10,0.4,lost,970.0,,0.0,131,straight,gentle,full,2.148,2.102,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40204,129,0,short,1,0.04,no_before,,,0.0,156,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40204,129,1,short,2,0.08,no_before,,,0.0,156,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40204,162,0,short,1,0.04,no_before,,,0.0,151,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40204,162,1,short,1,0.04,no_before,,,0.0,151,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40204,162,2,short,2,0.08,no_before,,,0.0,151,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40204,162,3,medium,14,0.56,no_before,,,0.0,151,curved,gentle,full,1.225,2.4405,dung yen,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40204,165,0,short,6,0.24,switched,1409.0,1468.0,0.0,145,straight,straight,full,1.801,0.0659,dung yen,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40204,168,0,short,1,0.04,preserved,1453.0,1453.0,1.0,120,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40211,62,0,short,11,0.44,lost,232,,0.3636,36,straight,straight,full,22.287,0.4563,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40212,53,0,short,2,0.08,lost,216,,0.5,21,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40212,136,0,medium,21,0.84,switched,604,629.0,0.0,56,straight,straight,full,18.694,0.7753,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40213,110,0,short,1,0.04,lost,511,,0.0,51,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40213,111,0,short,2,0.08,preserved,513,513.0,0.0,61,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40213,205,0,medium,24,0.96,lost,897,,0.0,41,straight,gentle,full,20.216,0.2766,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40241,95,0,short,1,0.04,lost,588.0,,0.0,61,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40241,130,0,short,5,0.2,no_before,,,0.0,61,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,147,0,medium,29,1.16,no_before,,,0.2414,71,straight,gentle,full,4.616,0.0267,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,149,0,short,1,0.04,lost,933.0,,0.0,66,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40241,153,0,short,10,0.4,no_before,,,0.3,71,straight,gentle,full,3.268,0.4568,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,160,0,short,8,0.32,no_before,,,0.0,81,straight,straight,full,2.893,0.8737,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,160,1,short,6,0.24,preserved,1021.0,1021.0,0.8333,81,straight,straight,full,3.774,2.0753,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40241,173,0,medium,14,0.56,no_before,,,0.0714,81,straight,gentle,full,3.486,0.182,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,179,0,medium,27,1.08,no_before,,,0.5185,81,straight,gentle,full,4.001,0.1037,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,191,0,medium,28,1.12,no_before,,,0.25,76,straight,gentle,full,4.25,0.0749,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,201,0,short,2,0.08,no_before,,,0.0,71,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,208,0,short,7,0.28,no_before,,,0.2857,71,straight,straight,full,3.61,0.4815,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40241,243,0,short,6,0.24,preserved,1531.0,1531.0,1.0,71,straight,straight,full,6.924,0.0305,thang,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40241,311,0,short,4,0.16,lost,1967.0,,0.0,66,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40243,50,0,medium,13,0.52,no_before,,,0.7692,71,straight,gentle,full,16.766,0.0385,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40732,2,0,medium,14,0.56,switched,7,618.0,0.0,2120,static,static,full,0.036,0.0,dung yen,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40732,2,1,short,12,0.48,switched,695,953.0,0.0,2120,static,static,full,0.008,1.4782,dung yen,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40732,2,2,medium,21,0.84,lost,1212,,0.0476,2120,static,static,full,0.059,0.0,dung yen,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40732,14,0,medium,30,1.2,switched,31,59.0,1.0,81,straight,straight,full,9.759,0.0731,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40732,14,1,medium,29,1.16,lost,31,,0.5517,81,straight,straight,full,5.086,0.5687,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40751,2,0,long,47,1.88,switched,1.0,28.0,0.0,1140,static,static,full,0.0,0.0,dung yen,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40751,21,0,short,12,0.48,lost,329.0,,0.0,625,static,static,full,1.01,0.2478,dung yen,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40751,21,1,short,4,0.16,lost,329.0,,0.0,625,static,static,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40751,21,2,short,4,0.16,no_before,,,0.0,625,static,static,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40751,21,3,short,3,0.12,no_before,,,0.0,625,static,static,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40751,21,4,short,2,0.08,no_before,,,0.0,625,static,static,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40751,21,5,short,4,0.16,no_before,,,0.0,625,static,static,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40751,21,6,short,4,0.16,no_before,,,0.0,625,static,static,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,5,0,medium,26,1.04,no_before,,,0.0,81,straight,straight,full,5.849,0.343,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,5,1,short,9,0.36,no_before,,,0.0,81,straight,straight,full,8.709,0.0527,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,5,2,short,6,0.24,preserved,45.0,45.0,1.0,81,straight,straight,full,10.259,0.3629,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,5,3,short,1,0.04,preserved,45.0,45.0,1.0,81,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,11,0,short,1,0.04,no_before,,,0.0,91,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,14,0,long,38,1.52,no_before,,,0.0,91,straight,gentle,full,5.554,0.009,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,14,1,short,1,0.04,lost,135.0,,0.0,91,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,20,0,short,3,0.12,no_before,,,0.0,95,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,20,1,short,4,0.16,no_before,,,0.0,95,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,20,2,short,1,0.04,no_before,,,0.0,95,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,23,0,medium,21,0.84,no_before,,,0.0,21,straight,straight,full,5.954,0.2352,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,30,0,short,11,0.44,no_before,,,0.0,89,straight,gentle,full,4.834,0.2595,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,30,1,short,3,0.12,no_before,,,0.0,89,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,34,0,short,1,0.04,no_before,,,0.0,71,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,34,1,medium,13,0.52,no_before,,,0.0,71,curved,gentle,full,6.471,0.4734,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,34,2,short,9,0.36,no_before,,,0.2222,71,curved,gentle,full,8.608,0.7408,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,34,3,short,3,0.12,preserved,328.0,328.0,1.0,71,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,34,4,short,12,0.48,preserved,328.0,328.0,1.0,71,curved,gentle,full,12.44,0.2235,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,36,0,short,1,0.04,lost,309.0,,0.0,101,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,39,0,medium,35,1.4,no_before,,,0.0857,85,straight,straight,full,5.891,0.0937,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,45,0,short,4,0.16,no_before,,,0.0,76,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,45,1,short,1,0.04,no_before,,,0.0,76,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,55,0,medium,37,1.48,no_before,,,0.0541,85,straight,straight,full,5.965,0.1301,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,55,1,short,1,0.04,lost,508.0,,0.0,85,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,55,2,short,1,0.04,lost,508.0,,0.0,85,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,69,0,short,4,0.16,preserved,650.0,650.0,0.75,91,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,76,0,medium,36,1.44,no_before,,,0.0,81,straight,straight,full,6.048,0.0521,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,76,1,medium,31,1.24,no_before,,,0.1935,81,straight,straight,full,11.401,0.0711,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,78,0,medium,15,0.6,no_before,,,0.0,92,curved,gentle,full,2.746,0.0094,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,80,0,short,6,0.24,no_before,,,0.0,6,unknown,unknown,full,5.297,0.0,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,81,0,long,91,3.64,no_before,,,0.0,91,straight,straight,full,9.046,0.0449,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,83,0,medium,28,1.12,no_before,,,0.0,66,straight,straight,full,11.431,0.0482,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,83,1,medium,19,0.76,no_before,,,0.0,66,straight,straight,full,5.949,0.2054,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,90,0,short,6,0.24,no_before,,,0.0,71,straight,straight,full,6.26,0.0,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,90,1,short,5,0.2,no_before,,,0.0,71,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,92,0,long,64,2.56,no_before,,,0.0156,66,straight,straight,full,9.089,0.0148,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,98,0,long,40,1.6,no_before,,,0.0,66,straight,straight,full,12.578,0.0133,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,99,0,medium,31,1.24,no_before,,,0.0,91,straight,straight,full,5.02,0.0261,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,99,1,medium,22,0.88,no_before,,,0.0,91,straight,straight,full,11.481,0.1096,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,101,0,long,55,2.2,no_before,,,0.0,71,straight,straight,full,11.113,0.037,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,101,1,short,8,0.32,preserved,901.0,901.0,0.75,71,straight,straight,full,5.137,0.1531,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,107,0,short,7,0.28,no_before,,,0.0,91,straight,straight,full,4.577,2.3956,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,107,1,short,4,0.16,lost,960.0,,0.0,91,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,111,0,short,3,0.12,no_before,,,0.0,66,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,111,1,short,1,0.04,no_before,,,0.0,66,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,111,2,short,2,0.08,no_before,,,0.0,66,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,121,0,short,1,0.04,no_before,,,0.0,86,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,141,0,medium,31,1.24,no_before,,,0.0,51,straight,straight,full,8.231,0.0341,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,143,0,long,105,4.2,no_before,,,0.1048,105,straight,straight,full,7.834,0.0058,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,147,0,medium,36,1.44,no_before,,,0.0,36,straight,straight,full,6.407,0.0577,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,150,0,long,61,2.44,no_before,,,0.0,61,straight,straight,full,8.813,0.0504,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,153,0,long,101,4.04,no_before,,,0.1683,101,curved,gentle,full,9.056,0.0065,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,161,0,long,66,2.64,no_before,,,0.0,66,straight,straight,full,8.532,0.0146,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,167,0,short,1,0.04,lost,1632.0,,0.0,91,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,171,0,short,1,0.04,no_before,,,0.0,106,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,171,1,short,3,0.12,no_before,,,0.0,106,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,171,2,short,1,0.04,lost,1716.0,,0.0,106,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40752,173,0,long,61,2.44,no_before,,,0.0164,61,straight,straight,full,9.869,0.0297,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,179,0,long,41,1.64,no_before,,,0.0,61,straight,straight,full,11.202,0.0714,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,183,0,long,47,1.88,no_before,,,0.0,66,straight,straight,full,10.101,0.0371,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,188,0,long,59,2.36,no_before,,,0.0,76,straight,gentle,full,10.77,0.028,thang,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,195,0,medium,25,1.0,no_before,,,0.0,25,straight,gentle,full,14.149,0.1039,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,197,0,medium,35,1.4,no_before,,,0.0,35,straight,straight,full,6.041,0.1107,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,198,0,medium,33,1.32,no_before,,,0.0,41,straight,straight,full,5.666,0.2106,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40752,199,0,long,42,1.68,no_before,,,0.0,42,straight,straight,full,5.312,0.0868,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,False
MVI_40963,8,0,short,1,0.04,lost,9,,0.0,56,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,16,0,short,1,0.04,lost,71,,0.0,66,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,19,0,short,3,0.12,lost,81,,0.0,71,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,30,0,short,2,0.08,lost,121,,0.0,76,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,32,0,short,2,0.08,lost,133,,0.0,81,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,35,0,short,2,0.08,lost,148,,0.0,81,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,39,0,short,2,0.08,lost,171,,0.0,86,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,43,0,short,2,0.08,lost,197,,0.0,91,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,52,0,short,3,0.12,lost,264,,0.0,81,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,60,0,short,5,0.2,lost,304,,0.0,71,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,63,0,short,2,0.08,lost,326,,0.0,76,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,68,0,short,2,0.08,switched,347,408.0,0.0,81,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,69,0,short,2,0.08,lost,339,,0.0,76,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,71,0,short,2,0.08,lost,365,,0.0,81,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,72,0,short,3,0.12,switched,367,427.0,0.0,81,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,88,0,short,2,0.08,lost,508,,0.0,71,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,91,0,short,4,0.16,lost,546,,0.0,71,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,95,0,short,3,0.12,lost,590,,0.0,71,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,98,0,short,3,0.12,lost,634,,0.0,71,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,102,0,short,3,0.12,switched,649,681.0,0.0,71,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,107,0,short,4,0.16,lost,693,,0.0,66,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,113,0,short,4,0.16,lost,749,,0.0,66,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,117,0,short,4,0.16,lost,771,,0.0,71,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,123,0,short,1,0.04,lost,785,,0.0,66,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,129,0,short,4,0.16,switched,801,831.0,0.0,71,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40963,132,0,short,6,0.24,lost,835,,0.0,71,curved,sharp,full,4.687,4.7747,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,1,0,medium,20,0.8,switched,1,8,0.0,101,curved,gentle,full,8.014,0.3505,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,2,0,short,9,0.36,switched,10,23,0.0,136,straight,gentle,full,7.649,1.2032,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,3,0,short,6,0.24,switched,22,29,0.0,181,curved,sharp,full,6.391,0.4794,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,4,0,medium,17,0.68,switched,31,37,0.2353,106,curved,gentle,full,8.424,0.5078,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,5,0,short,7,0.28,switched,33,47,0.0,206,curved,sharp,full,7.729,4.9968,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,6,0,medium,19,0.76,switched,40,56,0.0,126,straight,gentle,full,7.563,0.8635,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,7,0,short,6,0.24,switched,53,69,0.0,201,straight,straight,full,12.128,0.9431,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,8,0,short,6,0.24,switched,60,77,0.0,296,curved,sharp,full,9.847,0.0624,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,9,0,short,7,0.28,switched,80,97,0.0,266,curved,sharp,full,9.01,4.9865,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,10,0,medium,24,0.96,switched,83,94,0.2083,166,straight,straight,full,5.265,0.2321,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,11,0,medium,29,1.16,preserved,90,90,0.0345,171,straight,gentle,full,5.558,0.3148,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,12,0,medium,26,1.04,switched,105,117,0.2308,181,straight,straight,full,5.649,0.434,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,13,0,short,6,0.24,switched,107,132,0.0,221,curved,sharp,full,9.849,0.4618,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,14,0,medium,23,0.92,switched,121,145,0.3913,156,straight,straight,full,6.091,0.0367,thang,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,15,0,medium,20,0.8,switched,151,194,0.35,126,straight,straight,full,7.237,0.6954,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,16,0,medium,18,0.72,switched,214,221,0.1111,131,curved,gentle,full,7.308,0.3769,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,17,0,short,3,0.12,switched,223,232,0.0,136,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,17,1,short,7,0.28,switched,223,232,0.2857,136,curved,gentle,full,5.633,1.1576,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,18,0,short,3,0.12,switched,234,240,0.0,126,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,18,1,medium,13,0.52,switched,234,240,0.2308,126,straight,gentle,full,6.114,1.304,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,19,0,short,5,0.2,switched,248,263,0.0,166,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,20,0,short,7,0.28,switched,260,277,0.0,166,curved,gentle,full,8.561,3.8748,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,21,0,short,2,0.08,switched,287,295,0.0,156,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,21,1,medium,16,0.64,switched,287,295,0.6875,156,straight,straight,full,4.332,0.1101,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,22,0,medium,22,0.88,switched,294,305,0.5909,146,curved,gentle,full,6.845,0.1774,cong nhe,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,23,0,medium,21,0.84,switched,312,321,0.2857,166,straight,straight,full,7.281,0.7369,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,24,0,short,3,0.12,switched,320,331,0.0,196,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,25,0,short,3,0.12,preserved,327,327,0.0,146,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,25,1,medium,15,0.6,preserved,327,327,0.3333,146,straight,gentle,full,4.291,0.0423,thang,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,26,0,short,8,0.32,switched,373,391,0.0,151,straight,gentle,full,5.597,0.2947,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40991,27,0,medium,21,0.84,preserved,380,380,0.2381,131,straight,gentle,full,7.508,0.6865,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,2,0,short,4,0.16,switched,1.0,8.0,0.0,96,straight,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,3,0,short,5,0.2,switched,6.0,12.0,0.0,96,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,4,0,short,3,0.12,switched,15.0,18.0,0.0,111,curved,gentle,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,5,0,medium,14,0.56,switched,19.0,30.0,0.0,181,curved,sharp,full,5.235,1.8621,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,6,0,medium,20,0.8,switched,20.0,26.0,0.1,101,straight,straight,full,7.992,0.3242,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,7,0,short,3,0.12,switched,28.0,38.0,0.0,111,straight,straight,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,7,1,short,6,0.24,switched,28.0,38.0,0.0,111,straight,straight,full,8.001,0.5318,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,8,0,short,6,0.24,switched,32.0,49.0,0.0,106,curved,gentle,full,6.734,3.4752,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,9,0,medium,22,0.88,switched,40.0,51.0,0.3182,121,straight,gentle,full,6.932,0.2827,cong gat,yolov8n-ekf-ctrv,EKF + CTRV,True
MVI_40992,10,0,short,5,0.2,switched,50.0,69.0,0.0,126,curved,sharp,full,,,,yolov8n-ekf-ctrv,EKF + CTRV,True
