video,track_id,seg_id,lvl,bucket,n_pred,model,iou,diou,expand,traceP
MVI_40201,107,0,partial,medium,37,KF + CV,0.0,-0.4766949903181717,4.000000000000003,6782.770005182816
MVI_40201,107,0,partial,medium,37,EKF + CTRV,0.0,-0.5129596664656971,4.800000000000003,44377.80700662999
MVI_40201,107,0,partial,medium,37,UKF + CTRV,0.0,-0.39867028240923996,2.9000000000000017,16549.995674728158
MVI_40201,117,0,partial,medium,37,KF + CV,0.0,-0.3650311948947373,2.9000000000000017,9856.772996173804
MVI_40201,117,0,partial,medium,37,EKF + CTRV,0.0,-0.3643844559271246,3.0000000000000018,20308.006492366836
MVI_40201,117,0,partial,medium,37,UKF + CTRV,0.0,-0.3969569858079906,3.6000000000000023,9994.49077974086
MVI_40204,10,0,partial,medium,32,KF + CV,0.2117885364060424,0.07334414088585492,1.0,1076.1101635531845
MVI_40204,10,0,partial,medium,32,EKF + CTRV,0.13827485925801922,-0.01017717061557516,1.0,2337.097284697487
MVI_40204,10,0,partial,medium,32,UKF + CTRV,0.22587534771779774,0.13721259827595061,1.0,1378.01561718316
MVI_40204,11,0,partial,medium,31,KF + CV,0.1057262565814019,-0.06708756743878565,1.0,1167.3074124642933
MVI_40204,11,0,partial,medium,31,EKF + CTRV,0.0,-0.24051250385621561,1.5000000000000004,2651.964535605075
MVI_40204,11,0,partial,medium,31,UKF + CTRV,0.0,-0.18449048894137116,1.2000000000000002,1490.2132713739309
MVI_40204,30,0,partial,long,71,KF + CV,0.0,-1.0109667912534106,inf,6698.693164711945
MVI_40204,30,0,partial,long,71,EKF + CTRV,0.0,-1.0069322003792704,inf,130494.16506669435
MVI_40204,30,0,partial,long,71,UKF + CTRV,0.0,-0.999006755150092,inf,12056.915197426879
MVI_40204,34,1,partial,medium,25,KF + CV,0.005576922841958359,-0.2215151921725267,1.0,910.3923475238316
MVI_40204,34,1,partial,medium,25,EKF + CTRV,0.0,-0.24026606633871272,1.2000000000000002,2555.3056801521307
MVI_40204,34,1,partial,medium,25,UKF + CTRV,0.06947893571229764,-0.11783452528407988,1.0,2008.6590680410595
MVI_40204,34,2,partial,medium,25,KF + CV,0.24206666651621897,0.15626977077237977,1.0,473.29173836250675
MVI_40204,34,2,partial,medium,25,EKF + CTRV,0.23845183771913933,0.143789155489343,1.0,1102.6948441356378
MVI_40204,34,2,partial,medium,25,UKF + CTRV,0.36774558178120315,0.3186345415444868,1.0,840.2996535021764
MVI_40204,36,0,partial,long,52,KF + CV,0.0,-0.7378039344385857,inf,6041.41436129174
MVI_40204,36,0,partial,long,52,EKF + CTRV,0.0,-0.7385764291849434,inf,40879.60762612204
MVI_40204,36,0,partial,long,52,UKF + CTRV,0.0,-0.5158995650265615,inf,10290.663067425736
MVI_40204,39,0,partial,medium,22,KF + CV,0.03737686729048271,-0.15452569445062578,1.0,513.5306504186577
MVI_40204,39,0,partial,medium,22,EKF + CTRV,0.008276182666046607,-0.21066397613571022,1.0,1102.9150657728499
MVI_40204,39,0,partial,medium,22,UKF + CTRV,0.021349609825551275,-0.17801481792543716,1.0,903.3690914392018
MVI_40204,40,0,partial,long,39,KF + CV,0.0,-0.4925558463750844,7.900000000000006,3265.2897183972314
MVI_40204,40,0,partial,long,39,EKF + CTRV,0.0,-0.5142842716243315,8.400000000000006,11699.229406630859
MVI_40204,40,0,partial,long,39,UKF + CTRV,0.0,-0.3917591836790529,4.700000000000003,5058.310605482255
MVI_40204,49,0,partial,long,46,KF + CV,0.0,-0.6185035516419097,9.800000000000008,6409.987786718401
MVI_40204,49,0,partial,long,46,EKF + CTRV,0.0,-0.6271705247175852,10.300000000000008,43622.87662493244
MVI_40204,49,0,partial,long,46,UKF + CTRV,0.0,-0.4695149089933163,5.100000000000003,17158.11816675872
MVI_40204,67,0,partial,long,58,KF + CV,0.0,-0.6183879106655756,9.900000000000007,5387.551996509479
MVI_40204,67,0,partial,long,58,EKF + CTRV,0.0,-0.618201962209259,9.400000000000007,36004.5884042917
MVI_40204,67,0,partial,long,58,UKF + CTRV,0.0,-0.34529918260673614,4.200000000000003,6349.61845802098
MVI_40204,72,0,partial,medium,33,KF + CV,0.0,-0.45883933576700237,4.100000000000003,4731.833854770628
MVI_40204,72,0,partial,medium,33,EKF + CTRV,0.0,-0.4855002122185479,4.600000000000003,24131.43096791412
MVI_40204,72,0,partial,medium,33,UKF + CTRV,0.0,-0.40127463408442793,3.200000000000002,13988.570837760959
MVI_40204,82,1,partial,long,40,KF + CV,0.0,-0.25395185920523716,1.3000000000000003,2755.79826038589
MVI_40204,82,1,partial,long,40,EKF + CTRV,0.0,-0.2751186088967674,1.5000000000000004,7470.976872825226
MVI_40204,82,1,partial,long,40,UKF + CTRV,0.11306302797164063,-0.017603566895072767,1.0,3232.565607927615
MVI_40204,96,0,partial,long,82,KF + CV,0.0,-0.8399911817259283,inf,37265.6383554425
MVI_40204,96,0,partial,long,82,EKF + CTRV,0.0,-0.8371387782017465,inf,458394.3687660485
MVI_40204,96,0,partial,long,82,UKF + CTRV,0.0,-0.6273011730250877,inf,35402.37945815366
MVI_40204,106,1,partial,long,70,KF + CV,0.0,-0.8046752267645129,inf,10961.4233743001
MVI_40204,106,1,partial,long,70,EKF + CTRV,0.0,-0.8100284718383743,inf,141396.3537492679
MVI_40204,106,1,partial,long,70,UKF + CTRV,0.0,-0.6293571950367176,8.500000000000007,15232.760790885248
MVI_40204,110,0,partial,long,75,KF + CV,0.0,-0.9240489419418574,inf,14621.284079216708
MVI_40204,110,0,partial,long,75,EKF + CTRV,0.0,-0.9210272265285206,inf,194792.2566486506
MVI_40204,110,0,partial,long,75,UKF + CTRV,0.0,-0.8095892105059108,inf,20034.192065280098
MVI_40204,115,0,partial,long,71,KF + CV,0.0,-0.9040750592499047,inf,57761.54961310792
MVI_40204,115,0,partial,long,71,EKF + CTRV,0.0,-0.9045117706572506,inf,585111.3565922885
MVI_40204,115,0,partial,long,71,UKF + CTRV,0.0,-0.8649996115632876,inf,52235.53080813885
MVI_40204,117,0,partial,medium,31,KF + CV,0.09257447040409607,-0.04472492630768281,1.0,1049.3025087716494
MVI_40204,117,0,partial,medium,31,EKF + CTRV,0.13185003485434924,-0.0019178871415158893,1.0,2388.564328140791
MVI_40204,117,0,partial,medium,31,UKF + CTRV,0.319083106694988,0.2565007264999255,1.0,1503.9877834837052
MVI_40204,119,0,partial,long,66,KF + CV,0.0,-0.5892979057525863,5.900000000000004,13975.430915670328
MVI_40204,119,0,partial,long,66,EKF + CTRV,0.0,-0.6060152834636815,7.600000000000005,67913.61684228752
MVI_40204,119,0,partial,long,66,UKF + CTRV,0.0,-0.4700178325331875,5.400000000000004,10734.799504931118
MVI_40204,120,0,partial,long,62,KF + CV,0.0,-1.033908077369412,inf,8912.36251343309
MVI_40204,120,0,partial,long,62,EKF + CTRV,0.0,-1.0302215708230889,inf,120278.69398249507
MVI_40204,120,0,partial,long,62,UKF + CTRV,0.0,-1.016840888276139,inf,16254.360710158766
MVI_40204,126,0,partial,long,43,KF + CV,0.0,-0.3750729020465192,2.4000000000000012,3859.6917418674566
MVI_40204,126,0,partial,long,43,EKF + CTRV,0.0,-0.37658226376825893,2.5000000000000013,13468.230621101575
MVI_40204,126,0,partial,long,43,UKF + CTRV,0.010177289728787769,-0.20730667717384782,1.0,5611.013080249207
MVI_40204,133,0,partial,long,53,KF + CV,0.0,-0.7119944719592942,inf,4717.5998418935
MVI_40204,133,0,partial,long,53,EKF + CTRV,0.0,-0.7190133728738548,inf,43010.424392169174
MVI_40204,133,0,partial,long,53,UKF + CTRV,0.0,-0.5114160425942471,inf,10932.52593814958
MVI_40204,135,0,partial,long,75,KF + CV,0.0,-0.6055888884500691,5.400000000000004,29021.989920941574
MVI_40204,135,0,partial,long,75,EKF + CTRV,0.0,-0.6305401655013766,5.700000000000005,191015.55120404265
MVI_40204,135,0,partial,long,75,UKF + CTRV,0.0,-0.33530808988907135,1.8000000000000007,21332.86177022389
MVI_40204,137,0,partial,long,63,KF + CV,0.0,-0.9654083804677225,inf,8709.057288311547
MVI_40204,137,0,partial,long,63,EKF + CTRV,0.0,-0.9624102125995058,inf,82533.06337902964
MVI_40204,137,0,partial,long,63,UKF + CTRV,0.0,-0.8852159823945461,inf,10014.018700573493
MVI_40204,149,0,partial,long,72,KF + CV,0.0,-0.8241610430568284,inf,8132.544288354157
MVI_40204,149,0,partial,long,72,EKF + CTRV,0.0,-0.8276171806414324,inf,65009.542757893745
MVI_40204,149,0,partial,long,72,UKF + CTRV,0.0,-0.6743065388041259,inf,8290.948444102216
MVI_40204,161,1,partial,long,67,KF + CV,0.0,-0.7177018471682028,inf,11710.125509333775
MVI_40204,161,1,partial,long,67,EKF + CTRV,0.0,-0.7252249091834211,inf,96138.41267380501
MVI_40204,161,1,partial,long,67,UKF + CTRV,0.0,-0.43362801734610423,4.100000000000003,10266.228668845846
MVI_40211,120,0,partial,medium,28,KF + CV,0.06327923891023342,-0.13315552585069995,1.0,7259.564743030616
MVI_40211,120,0,partial,medium,28,EKF + CTRV,0.07411991609497796,-0.11607534370289609,1.0,26485.569406174855
MVI_40211,120,0,partial,medium,28,UKF + CTRV,0.0,-0.23383532386343817,1.1,18100.295571356088
MVI_40211,126,0,partial,medium,34,KF + CV,0.0,-0.27807486331951764,1.4000000000000004,8607.888121916098
MVI_40211,126,0,partial,medium,34,EKF + CTRV,0.0,-0.2725409476836069,1.3000000000000003,37064.23481438859
MVI_40211,126,0,partial,medium,34,UKF + CTRV,0.0,-0.31893806913725326,1.8000000000000007,19559.932008825883
MVI_40211,148,0,partial,medium,31,KF + CV,0.0,-0.46004707288063795,4.000000000000003,7407.250109306973
MVI_40211,148,0,partial,medium,31,EKF + CTRV,0.0,-0.4982295838869529,4.600000000000003,78402.32085975121
MVI_40211,148,0,partial,medium,31,UKF + CTRV,0.0,-0.5240539467146622,5.100000000000003,22140.96728517263
MVI_40211,180,0,partial,medium,33,KF + CV,0.0,-0.5001998767668375,3.8000000000000025,5448.505988524255
MVI_40211,180,0,partial,medium,33,EKF + CTRV,0.0,-0.4813994863978229,3.6000000000000023,40123.90023671651
MVI_40211,180,0,partial,medium,33,UKF + CTRV,0.0,-0.5228895175633017,4.3000000000000025,18962.572422619167
MVI_40211,195,0,partial,medium,36,KF + CV,0.0,-0.27966880165113533,1.7000000000000006,59095.23703978095
MVI_40211,195,0,partial,medium,36,EKF + CTRV,0.0,-0.27401588381333764,1.6000000000000005,121762.34356619726
MVI_40211,195,0,partial,medium,36,UKF + CTRV,0.0,-0.30527854337144433,2.000000000000001,44118.3386515041
MVI_40212,40,0,partial,long,42,KF + CV,0.0,-0.3470739332086712,1.9000000000000008,15788.128758141795
MVI_40212,40,0,partial,long,42,EKF + CTRV,0.0,-0.3387726295643538,1.8000000000000007,77937.6842540997
MVI_40212,40,0,partial,long,42,UKF + CTRV,0.0,-0.40965397716835333,2.5000000000000013,23220.481009278043
MVI_40212,71,1,partial,long,44,KF + CV,0.0,-0.5824205196502436,11.80000000000001,20430.943734119268
MVI_40212,71,1,partial,long,44,EKF + CTRV,0.0,-0.5784095068745153,11.40000000000001,130872.83845590781
MVI_40212,71,1,partial,long,44,UKF + CTRV,0.0,-0.5999036605482493,inf,15819.784905227989
MVI_40212,87,0,partial,medium,21,KF + CV,0.0,-0.3285746857234543,2.000000000000001,2320.032640391726
MVI_40212,87,0,partial,medium,21,EKF + CTRV,0.0,-0.31273641209418873,1.8000000000000007,9549.327151390144
MVI_40212,87,0,partial,medium,21,UKF + CTRV,0.0,-0.34839747923341086,2.200000000000001,4238.915448445707
MVI_40212,94,0,partial,medium,21,KF + CV,0.26114944519953354,0.15661319316864586,1.0,4242.262908466823
MVI_40212,94,0,partial,medium,21,EKF + CTRV,0.29314140540678935,0.19258931822987396,1.0,11449.374707697803
MVI_40212,94,0,partial,medium,21,UKF + CTRV,0.2443886780267842,0.12521203936171338,1.0,9729.483577440587
MVI_40212,108,0,partial,medium,28,KF + CV,0.0,-0.4427886714522604,3.7000000000000024,3695.8368762167715
MVI_40212,108,0,partial,medium,28,EKF + CTRV,0.0,-0.4196841016754862,3.400000000000002,47155.178747989645
MVI_40212,108,0,partial,medium,28,UKF + CTRV,0.0,-0.48464946620520927,4.400000000000003,6005.858417186487
MVI_40212,147,0,partial,medium,21,KF + CV,0.0,-0.2556458070179087,1.2000000000000002,3747.7051261591296
MVI_40212,147,0,partial,medium,21,EKF + CTRV,0.0,-0.2509724615337125,1.2000000000000002,11895.053261392242
MVI_40212,147,0,partial,medium,21,UKF + CTRV,0.0,-0.26732715167002347,1.3000000000000003,10006.740262414274
MVI_40212,204,0,partial,medium,30,KF + CV,0.0,-0.33475256039581025,2.000000000000001,7704.695232079873
MVI_40212,204,0,partial,medium,30,EKF + CTRV,0.0,-0.30942377445245894,1.8000000000000007,39877.55783563708
MVI_40212,204,0,partial,medium,30,UKF + CTRV,0.0,-0.35312196589209416,2.200000000000001,6534.471833095025
MVI_40212,205,0,partial,medium,34,KF + CV,0.0,-0.6543586396009293,6.800000000000004,7044.055683058545
MVI_40212,205,0,partial,medium,34,EKF + CTRV,0.0,-0.6249946251815105,6.300000000000004,82458.88522590433
MVI_40212,205,0,partial,medium,34,UKF + CTRV,0.0,-0.668608128672712,7.600000000000005,18068.40183764506
MVI_40213,11,0,partial,medium,21,KF + CV,0.16796521721220387,0.009660875640524313,1.0,1794.7297438946775
MVI_40213,11,0,partial,medium,21,EKF + CTRV,0.11138814205830909,-0.039195322415382525,1.0,6320.646661846057
MVI_40213,11,0,partial,medium,21,UKF + CTRV,0.0899912464379644,-0.07676738138045115,1.0,5141.651708149344
MVI_40213,80,0,partial,medium,32,KF + CV,0.0,-0.28875069823027527,1.5000000000000004,3974.7313400711478
MVI_40213,80,0,partial,medium,32,EKF + CTRV,0.0,-0.3215413190753637,2.9000000000000017,28187.563547606416
MVI_40213,80,0,partial,medium,32,UKF + CTRV,0.0,-0.35254774664730204,2.300000000000001,12043.017681782063
MVI_40213,111,0,partial,medium,31,KF + CV,0.0,-0.43181110015661955,3.0000000000000018,5917.202367576145
MVI_40213,111,0,partial,medium,31,EKF + CTRV,0.0,-0.4196145862114099,2.7000000000000015,44365.30409083176
MVI_40213,111,0,partial,medium,31,UKF + CTRV,0.0,-0.47136772584708436,3.6000000000000023,8396.642444828394
MVI_40241,33,0,partial,medium,35,KF + CV,0.0,-0.3262360265031728,2.200000000000001,4274.7481811824855
MVI_40241,33,0,partial,medium,35,EKF + CTRV,0.0,-0.28293138595692935,1.7000000000000006,41887.31563914391
MVI_40241,33,0,partial,medium,35,UKF + CTRV,0.0,-0.4131293748328598,3.7000000000000024,2439.7329282278183
MVI_40241,37,0,partial,medium,20,KF + CV,0.0,-0.6800028572863298,inf,2446.053375041658
MVI_40241,37,0,partial,medium,20,EKF + CTRV,0.0,-0.6853967723255758,inf,6094.728881664593
MVI_40241,37,0,partial,medium,20,UKF + CTRV,0.0,-0.6712142362978043,inf,5367.716085608063
MVI_40241,43,0,partial,medium,22,KF + CV,0.032216470415922877,-0.1606952026749414,1.0,2572.1004923757587
MVI_40241,43,0,partial,medium,22,EKF + CTRV,0.03892956879259544,-0.15229453025475695,1.0,5316.641651734909
MVI_40241,43,0,partial,medium,22,UKF + CTRV,0.014639320320218913,-0.19590368563335914,1.0,4596.250737692345
MVI_40241,59,0,partial,medium,31,KF + CV,0.0,-0.249806154956384,1.2000000000000002,5118.373320761503
MVI_40241,59,0,partial,medium,31,EKF + CTRV,0.0,-0.2459196861785577,1.2000000000000002,11803.728436028197
MVI_40241,59,0,partial,medium,31,UKF + CTRV,0.0,-0.2864204101919059,1.5000000000000004,8059.9541782159795
MVI_40241,79,0,partial,medium,20,KF + CV,0.010751851048808493,-0.2030479854937102,1.0,3079.7798319590447
MVI_40241,79,0,partial,medium,20,EKF + CTRV,0.005691282757262065,-0.20893139798651064,1.0,6096.062769134997
MVI_40241,79,0,partial,medium,20,UKF + CTRV,0.0,-0.22995954400769736,1.1,5432.155704114008
MVI_40241,110,0,partial,long,42,KF + CV,0.0,-0.503417566772102,4.600000000000003,5705.934148204402
MVI_40241,110,0,partial,long,42,EKF + CTRV,0.0,-0.4902766841179142,4.400000000000003,33736.19693799266
MVI_40241,110,0,partial,long,42,UKF + CTRV,0.0,-0.5558559685008564,5.800000000000004,8456.812784230839
MVI_40241,133,0,partial,medium,25,KF + CV,0.0,-0.2589073413534153,1.3000000000000003,4016.2596658013044
MVI_40241,133,0,partial,medium,25,EKF + CTRV,0.0,-0.2553629736930344,1.2000000000000002,8379.590588952657
MVI_40241,133,0,partial,medium,25,UKF + CTRV,0.0,-0.2770376999151534,1.4000000000000004,6744.304262828942
MVI_40241,150,0,partial,long,42,KF + CV,0.0,-0.4026940283473767,3.300000000000002,9784.866963621835
MVI_40241,150,0,partial,long,42,EKF + CTRV,0.0,-0.3986576516360277,3.300000000000002,27723.053201615367
MVI_40241,150,0,partial,long,42,UKF + CTRV,0.0,-0.447125588983749,4.100000000000003,9530.23760674303
MVI_40241,157,0,partial,medium,24,KF + CV,0.0,-0.22146763064963929,1.1,5936.46638261866
MVI_40241,157,0,partial,medium,24,EKF + CTRV,0.0,-0.21834016681361554,1.1,10971.109426090827
MVI_40241,157,0,partial,medium,24,UKF + CTRV,0.0,-0.25102403980325777,1.3000000000000003,8840.035186869161
MVI_40241,161,0,partial,medium,25,KF + CV,0.0,-0.2848641025012581,1.6000000000000005,5249.971837373829
MVI_40241,161,0,partial,medium,25,EKF + CTRV,0.0,-0.28207811974107894,1.6000000000000005,10203.855298559556
MVI_40241,161,0,partial,medium,25,UKF + CTRV,0.0,-0.30633184732773,1.8000000000000007,8129.267414879979
MVI_40241,183,0,partial,long,41,KF + CV,0.0,-0.5448277211797518,5.400000000000004,5086.533294629797
MVI_40241,183,0,partial,long,41,EKF + CTRV,0.0,-0.5364697673718669,5.100000000000003,25947.778831388518
MVI_40241,183,0,partial,long,41,UKF + CTRV,0.0,-0.5792630018228583,6.200000000000005,8479.983257790514
MVI_40241,189,0,partial,long,40,KF + CV,0.0,-0.40164676885202316,3.200000000000002,5540.938123845381
MVI_40241,189,0,partial,long,40,EKF + CTRV,0.0,-0.39232566797214113,2.8000000000000016,33243.39690805453
MVI_40241,189,0,partial,long,40,UKF + CTRV,0.0,-0.4648979262135309,4.200000000000003,5577.997385090157
MVI_40241,193,1,partial,long,51,KF + CV,0.0,-0.6667590745907107,10.500000000000009,5858.225946496201
MVI_40241,193,1,partial,long,51,EKF + CTRV,0.0,-0.6647511783366383,10.600000000000009,45054.106320022045
MVI_40241,193,1,partial,long,51,UKF + CTRV,0.0,-0.6990552174052194,inf,6674.495838976077
MVI_40241,216,1,partial,medium,32,KF + CV,0.0,-0.3746298590135739,3.0000000000000018,5176.729592981715
MVI_40241,216,1,partial,medium,32,EKF + CTRV,0.0,-0.373196830461892,3.0000000000000018,11458.68444059092
MVI_40241,216,1,partial,medium,32,UKF + CTRV,0.0,-0.3974632705729264,3.400000000000002,7377.063641872166
MVI_40241,223,1,partial,long,52,KF + CV,0.0,-0.49631154970498087,6.400000000000004,9902.542617169547
MVI_40241,223,1,partial,long,52,EKF + CTRV,0.0,-0.5206454874316779,7.800000000000006,36732.461563002274
MVI_40241,223,1,partial,long,52,UKF + CTRV,0.0,-0.5540008282846711,7.900000000000006,7614.821784196181
MVI_40241,228,1,partial,long,47,KF + CV,0.0,-0.4669957243057055,5.300000000000004,8053.320619565042
MVI_40241,228,1,partial,long,47,EKF + CTRV,0.0,-0.46455601799458834,5.100000000000003,24986.065458902565
MVI_40241,228,1,partial,long,47,UKF + CTRV,0.0,-0.5018328502963176,6.300000000000004,7315.612173519349
MVI_40241,234,0,partial,medium,27,KF + CV,0.0,-0.31824127321081686,1.9000000000000008,3197.8633879512217
MVI_40241,234,0,partial,medium,27,EKF + CTRV,0.0,-0.31545559580595606,1.9000000000000008,7510.6661671251395
MVI_40241,234,0,partial,medium,27,UKF + CTRV,0.0,-0.34083780754972787,2.100000000000001,5834.164934274112
MVI_40241,235,1,partial,medium,35,KF + CV,0.0,-0.3950654243744865,3.400000000000002,5701.574562636912
MVI_40241,235,1,partial,medium,35,EKF + CTRV,0.0,-0.3932806597260291,3.300000000000002,13441.843626581833
MVI_40241,235,1,partial,medium,35,UKF + CTRV,0.0,-0.4208803607649598,3.8000000000000025,7777.128240925695
MVI_40241,243,0,partial,medium,31,KF + CV,0.0,-0.38995987450910774,2.200000000000001,51130.11780305416
MVI_40241,243,0,partial,medium,31,EKF + CTRV,0.0,-0.5197208367314323,4.600000000000003,329682.52838875167
MVI_40241,243,0,partial,medium,31,UKF + CTRV,0.0,-0.4506323628502562,3.500000000000002,50943.34326257999
MVI_40241,254,1,partial,long,40,KF + CV,0.0,-0.4627221098568704,5.200000000000003,7156.836034990101
MVI_40241,254,1,partial,long,40,EKF + CTRV,0.0,-0.46361762187197425,5.300000000000004,17256.35732544124
MVI_40241,254,1,partial,long,40,UKF + CTRV,0.0,-0.4943459764456687,6.100000000000005,7711.473287034389
MVI_40241,311,0,partial,medium,26,KF + CV,0.0,-0.3363945170642355,2.100000000000001,2639.76070999268
MVI_40241,311,0,partial,medium,26,EKF + CTRV,0.0,-0.3371541693407612,2.100000000000001,6496.571534582304
MVI_40241,311,0,partial,medium,26,UKF + CTRV,0.0,-0.3605986072914408,2.300000000000001,5209.589966114104
MVI_40241,324,3,partial,medium,28,KF + CV,0.0,-0.3374505146281753,2.6000000000000014,6409.894315665249
MVI_40241,324,3,partial,medium,28,EKF + CTRV,0.0,-0.3354308787747447,2.5000000000000013,11793.963320220924
MVI_40241,324,3,partial,medium,28,UKF + CTRV,0.0,-0.3590216753792352,2.8000000000000016,8346.72465461629
MVI_40241,325,0,partial,medium,37,KF + CV,0.0,-0.3730754754176191,2.8000000000000016,5400.745274218673
MVI_40241,325,0,partial,medium,37,EKF + CTRV,0.0,-0.37489091016807874,2.9000000000000017,13266.582075602195
MVI_40241,325,0,partial,medium,37,UKF + CTRV,0.0,-0.4075017646786905,3.400000000000002,7377.648768640455
MVI_40243,8,1,partial,long,43,KF + CV,0.0,-0.44843924785937056,5.100000000000003,6406.09240604507
MVI_40243,8,1,partial,long,43,EKF + CTRV,0.0,-0.44601054898287296,5.100000000000003,20695.631490889078
MVI_40243,8,1,partial,long,43,UKF + CTRV,0.0,-0.4804952179810744,6.200000000000005,7491.948812273061
MVI_40243,9,0,partial,medium,20,KF + CV,0.0,-0.23359662228588657,1.3000000000000003,3321.0153634652547
MVI_40243,9,0,partial,medium,20,EKF + CTRV,0.0,-0.2354882784380155,1.4000000000000004,6076.242251309485
MVI_40243,9,0,partial,medium,20,UKF + CTRV,0.0,-0.25149377911089393,1.5000000000000004,5346.000218643002
MVI_40243,18,1,partial,medium,31,KF + CV,0.0,-0.34149917771556115,2.5000000000000013,5682.0068668999365
MVI_40243,18,1,partial,medium,31,EKF + CTRV,0.0,-0.339595954886637,2.4000000000000012,11832.707843794631
MVI_40243,18,1,partial,medium,31,UKF + CTRV,0.0,-0.3647363862732134,2.8000000000000016,7739.337643684177
MVI_40243,31,1,partial,long,45,KF + CV,0.0,-0.45370997281951714,4.800000000000003,7726.43028111169
MVI_40243,31,1,partial,long,45,EKF + CTRV,0.0,-0.44583755203908365,4.800000000000003,48874.440006562654
MVI_40243,31,1,partial,long,45,UKF + CTRV,0.0,-0.49789611572940223,6.200000000000005,7031.855011460268
MVI_40243,42,2,partial,long,43,KF + CV,0.0,-0.45718119428846843,5.400000000000004,6341.9546458877885
MVI_40243,42,2,partial,long,43,EKF + CTRV,0.0,-0.45842694229466424,5.700000000000005,24556.909117598643
MVI_40243,42,2,partial,long,43,UKF + CTRV,0.0,-0.4943996946616177,6.700000000000005,6030.487354582888
MVI_40243,48,0,partial,long,42,KF + CV,0.0,-0.4023949212539012,1.9000000000000008,93499.59699058409
MVI_40243,48,0,partial,long,42,EKF + CTRV,0.0,-0.5359032898652984,3.100000000000002,734581.3413091511
MVI_40243,48,0,partial,long,42,UKF + CTRV,0.0,-0.49030644259445966,2.7000000000000015,96955.21886776914
MVI_40243,51,0,partial,medium,21,KF + CV,0.019992619910971256,-0.18341717754289596,1.0,4091.0979367447085
MVI_40243,51,0,partial,medium,21,EKF + CTRV,0.021689667457276567,-0.1800258335032078,1.0,6505.840223705833
MVI_40243,51,0,partial,medium,21,UKF + CTRV,0.010269118390466904,-0.203997480018111,1.0,5627.701331113369
MVI_40243,85,0,partial,long,38,KF + CV,0.0,-0.2882119538513675,1.7000000000000006,3510.7236083633748
MVI_40243,85,0,partial,long,38,EKF + CTRV,0.0,-0.2609019620350553,1.3000000000000003,25613.207830646817
MVI_40243,85,0,partial,long,38,UKF + CTRV,0.0,-0.3773746218259764,2.8000000000000016,2761.558247508067
MVI_40243,100,1,partial,medium,37,KF + CV,0.0,-0.46599670554062306,5.100000000000003,4260.598666150888
MVI_40243,100,1,partial,medium,37,EKF + CTRV,0.0,-0.46284792482436543,4.700000000000003,17165.820011986914
MVI_40243,100,1,partial,medium,37,UKF + CTRV,0.0,-0.4924873371194704,5.600000000000003,6983.62653593958
MVI_40243,102,0,partial,medium,24,KF + CV,0.0,-0.3034192941664801,1.8000000000000007,3073.3451097711354
MVI_40243,102,0,partial,medium,24,EKF + CTRV,0.0,-0.3013117060864831,1.8000000000000007,6091.537480093507
MVI_40243,102,0,partial,medium,24,UKF + CTRV,0.0,-0.3151483749509204,1.9000000000000008,4994.011635990133
MVI_40243,142,0,partial,long,51,KF + CV,0.0,-0.44345056820134676,4.3000000000000025,14627.351992887805
MVI_40243,142,0,partial,long,51,EKF + CTRV,0.0,-0.4503846702022047,4.600000000000003,55414.49071379359
MVI_40243,142,0,partial,long,51,UKF + CTRV,0.0,-0.49999344454501027,5.700000000000005,9706.57668409999
MVI_40243,150,0,partial,medium,27,KF + CV,0.0,-0.235369607279203,1.2000000000000002,2596.6802669814238
MVI_40243,150,0,partial,medium,27,EKF + CTRV,0.0,-0.24018974358082748,1.2000000000000002,4091.7779967455513
MVI_40243,150,0,partial,medium,27,UKF + CTRV,0.02326403917366797,-0.16085565679027286,1.0,2772.540056619185
MVI_40243,160,0,partial,long,52,KF + CV,0.0,-0.4707804911922303,4.700000000000003,12334.642971266108
MVI_40243,160,0,partial,long,52,EKF + CTRV,0.0,-0.5417730326813126,6.700000000000005,68119.78919961471
MVI_40243,160,0,partial,long,52,UKF + CTRV,0.0,-0.5507030058998843,7.000000000000005,8731.136356363564
MVI_40244,11,0,partial,medium,24,KF + CV,0.0,-0.3292862710952764,2.100000000000001,2412.0363820656185
MVI_40244,11,0,partial,medium,24,EKF + CTRV,0.0,-0.3263722730787499,2.100000000000001,5584.559471689803
MVI_40244,11,0,partial,medium,24,UKF + CTRV,0.0,-0.3392022448946667,2.200000000000001,4633.302981848401
MVI_40244,14,0,partial,medium,33,KF + CV,0.0,-0.3973014791185681,3.400000000000002,4693.701450013046
MVI_40244,14,0,partial,medium,33,EKF + CTRV,0.0,-0.3888415050329078,3.200000000000002,20142.99991719038
MVI_40244,14,0,partial,medium,33,UKF + CTRV,0.0,-0.42766450915560317,4.000000000000003,7711.831401333069
MVI_40244,29,1,partial,medium,31,KF + CV,0.0,-0.3756152931891992,2.8000000000000016,3781.8486903914995
MVI_40244,29,1,partial,medium,31,EKF + CTRV,0.0,-0.3711045051784137,2.8000000000000016,11901.737292096968
MVI_40244,29,1,partial,medium,31,UKF + CTRV,0.0,-0.3984393868760391,3.300000000000002,6979.053002709552
MVI_40244,35,0,partial,medium,20,KF + CV,0.0,-0.2527863211282468,1.2000000000000002,2214.7235799621576
MVI_40244,35,0,partial,medium,20,EKF + CTRV,0.0,-0.24906674012264282,1.2000000000000002,4524.627115450403
